candidate_id,name,email,phone,experience_years,experience_level,education,certifications
168,Erica Long,erica.long9767@gmail.com,787-316-5308,5,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
169,Rita Mckay,rita.mckay4697@hotmail.com,(758)881-4615,6,mid,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA A+, CISSP, GIAC Certified Incident Handler (GCIH)"
170,Travis Brown,travis.brown2686@hotmail.com,001-340-714-4708x2710,4,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+, CISA"
171,Rachel Richardson,rachel.richardson7866@hotmail.com,+1-712-211-5786,6,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Network+, CISSP, Offensive Security Certified Professional (OSCP)"
172,Aimee Guerra,aimee.guerra8145@yahoo.com,(872)589-5627,4,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Network+, CISM"
173,Matthew Grant,matthew.grant7170@yahoo.com,+1-644-774-6255x193,5,mid,Master's in Computer Science,"CompTIA Security+, CompTIA A+, Offensive Security Certified Professional (OSCP)"
174,Ana Rodriguez,ana.rodriguez1070@gmail.com,479-966-7644x2139,4,mid,Bachelor's in Information Technology,"CompTIA Network+, GIAC Security Essentials (GSEC), CompTIA CySA+"
175,Colleen Dyer,colleen.dyer1938@gmail.com,(569)420-2759x182,6,mid,Associate's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM, Offensive Security Certified Professional (OSCP)"
176,Bianca Anderson,bianca.anderson8899@yahoo.com,001-233-539-8788x18393,4,mid,Associate's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP)"
177,Robert Stewart,robert.stewart3389@hotmail.com,918-499-3377,4,mid,Master's in Information Security,"CompTIA A+, CompTIA Network+, CompTIA CySA+"
178,Kathleen Franco,kathleen.franco6753@hotmail.com,(493)512-1787,4,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Security+, CISM"
179,Toni Lopez,toni.lopez826@gmail.com,(253)897-5579,5,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC), CISA"
180,Tiffany Riddle,tiffany.riddle7545@gmail.com,+1-586-878-2273x18532,7,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, CISA, GIAC Certified Incident Handler (GCIH)"
181,George Byrd,george.byrd916@gmail.com,(643)240-2019,1,entry,Master's in Computer Science,CompTIA A+
182,Thomas Stephenson,thomas.stephenson4697@yahoo.com,(816)457-1579x1843,6,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, CISM, CISA"
183,Paul Cannon,paul.cannon3755@gmail.com,001-226-817-3212x8959,6,mid,Master's in Computer Science,"CompTIA A+, CompTIA Network+, Offensive Security Certified Professional (OSCP), CEH"
184,Debbie Bell,debbie.bell9035@hotmail.com,(700)620-0370x241,6,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA A+, GIAC Certified Incident Handler (GCIH), CISSP"
185,Ana Wilson,ana.wilson6705@yahoo.com,(234)399-7626x50104,6,mid,Master's in Computer Science,"CompTIA Security+, CompTIA Network+, GIAC Certified Incident Handler (GCIH), CISA"
186,Amanda Melendez,amanda.melendez1020@hotmail.com,+1-648-733-6213x668,3,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+"
187,Patricia Olson,patricia.olson9766@yahoo.com,+1-273-752-5883x585,3,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+"
188,Julie Thompson,julie.thompson5336@hotmail.com,(327)719-8772x644,6,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Network+, CISSP, CompTIA CySA+"
189,Heather Sanchez,heather.sanchez860@yahoo.com,337-320-2217x8824,4,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Network+, Offensive Security Certified Professional (OSCP)"
190,John Peck,john.peck9566@gmail.com,001-330-248-9437,6,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM, CEH"
191,Jason Martinez,jason.martinez9561@gmail.com,643-617-5822x14675,3,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA Network+"
192,Ricky Peterson,ricky.peterson429@hotmail.com,+1-341-914-0229,6,mid,Master's in Computer Science,"CompTIA Network+, CompTIA Security+, CISSP, CEH"
193,Taylor White,taylor.white4623@yahoo.com,(675)834-9969x4823,5,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, Offensive Security Certified Professional (OSCP)"
194,Donna Armstrong,donna.armstrong6877@gmail.com,+1-774-678-8068x775,6,mid,Bachelor's in Information Technology,"CompTIA Security+, GIAC Security Essentials (GSEC), CompTIA CySA+, CEH"
195,Kerry Patterson,kerry.patterson2323@gmail.com,(251)839-0839,9,senior,Bachelor's in Computer Science,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM, CEH"
196,Daniel Moore,daniel.moore5997@gmail.com,278-237-3914,4,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
197,Dwayne Moses,dwayne.moses8358@yahoo.com,6059242810,3,mid,Associate's in Cybersecurity,"CompTIA Network+, CompTIA Security+"
198,Kimberly Martin,kimberly.martin2966@hotmail.com,559-599-8350x1570,4,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA A+, CISM"
199,Gregory Shepherd,gregory.shepherd3001@yahoo.com,914.736.2938,5,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, CISM"
200,Kelli Foley,kelli.foley1635@hotmail.com,001-552-846-5758x157,5,mid,Bachelor's in Cybersecurity,"CompTIA Security+, CompTIA Network+, CEH"
201,Clayton Scott,clayton.scott4433@hotmail.com,(781)365-7218,5,mid,Master's in Information Security,"CompTIA A+, CompTIA Network+, CISM"
202,Charles Ruiz,charles.ruiz5756@gmail.com,225-478-2742,5,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CISSP"
203,Rickey Leonard,rickey.leonard6296@hotmail.com,+1-683-291-0459x58540,4,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Network+, CISM"
204,Eric Barnett,eric.barnett1592@hotmail.com,+1-269-658-1859x9082,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Network+"
205,Jesus Daniel,jesus.daniel6546@gmail.com,722-968-0829,3,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+"
206,Carlos Wood,carlos.wood8489@hotmail.com,(947)265-6065x81788,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Network+"
207,Nicholas Walter,nicholas.walter8445@gmail.com,780-904-3169x4166,6,mid,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP), GIAC Certified Incident Handler (GCIH)"
208,Theresa Walker,theresa.walker8086@yahoo.com,(847)251-6185x82259,6,mid,Master's in Computer Science,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH), CISA"
209,Karen Miller,karen.miller4034@hotmail.com,928-740-7642x353,1,entry,Associate's in Cybersecurity,CompTIA Security+
210,Christopher Ingram,christopher.ingram9431@yahoo.com,(448)758-7343x207,4,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, Offensive Security Certified Professional (OSCP)"
211,Angela Burke,angela.burke5677@hotmail.com,851-870-7685,4,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Security+, CISA"
212,Ralph Morrison,ralph.morrison8004@hotmail.com,(754)625-6171,2,entry,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+"
213,Kimberly Nelson,kimberly.nelson3447@yahoo.com,207-434-4754x463,6,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, CompTIA CySA+, CISM"
214,Amy White,amy.white5974@hotmail.com,815-493-5975x990,6,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+, Offensive Security Certified Professional (OSCP), CompTIA CySA+"
215,Amy Smith,amy.smith3773@hotmail.com,311-238-7385x20172,4,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Network+, CISSP"
216,Lindsay Sanders,lindsay.sanders9540@hotmail.com,+1-818-568-4009x10083,4,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA Security+, CEH"
217,Chad Donovan,chad.donovan8158@yahoo.com,947.402.5521,7,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, GIAC Certified Incident Handler (GCIH), CEH"
218,Tyler Lewis,tyler.lewis897@hotmail.com,+1-541-605-6870x033,7,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA Security+, CISSP, CISM"
219,Jonathan Crawford,jonathan.crawford3451@gmail.com,743.859.0573x2311,3,mid,Bachelor's in Computer Science,"CompTIA Security+, CompTIA A+"
220,Candace Thompson,candace.thompson1950@yahoo.com,9099058151,2,entry,Bachelor's in Information Technology,"CompTIA Network+, CompTIA A+"
221,Austin Yates,austin.yates7155@hotmail.com,(731)408-5853x303,5,mid,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA A+, Offensive Security Certified Professional (OSCP)"
222,Jennifer Sheppard,jennifer.sheppard8832@gmail.com,8576424525,5,mid,Master's in Information Security,"CompTIA A+, CompTIA Security+, CompTIA CySA+"
223,Joseph Johnson,joseph.johnson8546@hotmail.com,726.547.9922x84634,5,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, CISSP"
224,Ronald Peterson,ronald.peterson5829@yahoo.com,001-309-904-7345,6,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, CISSP, CEH"
225,Levi Shepard,levi.shepard6831@yahoo.com,327-480-1956x831,6,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, CISSP, CompTIA CySA+"
226,Michael Buchanan,michael.buchanan7022@gmail.com,(866)769-2549x4918,1,entry,Bachelor's in Network Engineering,CompTIA A+
227,Daniel Gill,daniel.gill3244@gmail.com,248.723.9022x63558,4,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, CEH"
228,Michael Austin,michael.austin5227@gmail.com,(310)679-8336,8,senior,Bachelor's in Network Engineering,"CompTIA Security+, GIAC Security Essentials (GSEC), CISSP, Offensive Security Certified Professional (OSCP)"
229,Michael Bryan,michael.bryan7612@yahoo.com,+1-593-809-2814,5,mid,Master's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC), CompTIA CySA+"
230,Ashley Turner,ashley.turner6261@hotmail.com,2675651631,6,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+, CISSP, GIAC Certified Incident Handler (GCIH)"
231,Michael Phillips,michael.phillips1417@hotmail.com,(642)839-0289,9,senior,Bachelor's in Information Technology,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM, CompTIA CySA+"
232,Joshua Barnes,joshua.barnes5043@yahoo.com,(544)402-0638,3,mid,Bachelor's in Information Technology,"CompTIA Network+, GIAC Security Essentials (GSEC)"
233,Regina Garcia,regina.garcia4088@hotmail.com,+1-852-390-5309,3,mid,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA Network+"
234,Janet Smith,janet.smith7329@gmail.com,486.857.4988x20073,6,mid,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA A+, CISM, Offensive Security Certified Professional (OSCP)"
235,Richard Mcbride,richard.mcbride5582@hotmail.com,2666710706,8,senior,Master's in Computer Science,"CompTIA Security+, CompTIA A+, CEH, CompTIA CySA+"
236,Leroy Zuniga,leroy.zuniga6926@hotmail.com,876.840.5191x1509,3,mid,Bachelor's in Information Technology,"CompTIA Security+, CompTIA Network+"
237,Kristen Mccann,kristen.mccann4018@yahoo.com,001-407-322-7172,4,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CISSP"
238,Kevin Hurley,kevin.hurley9022@hotmail.com,601.904.6452x99526,5,mid,Master's in Information Security,"CompTIA Network+, GIAC Security Essentials (GSEC), CEH"
239,Rebecca Stephens,rebecca.stephens4687@yahoo.com,001-888-292-1271x958,6,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA A+, CISA, GIAC Certified Incident Handler (GCIH)"
240,Anthony Flores,anthony.flores233@hotmail.com,2779303762,6,mid,Bachelor's in Information Technology,"CompTIA Security+, CompTIA A+, CISM, CEH"
241,John Jennings,john.jennings3726@gmail.com,637.889.6743x8166,7,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, Offensive Security Certified Professional (OSCP), CEH"
242,William Mathews,william.mathews5817@yahoo.com,+1-840-729-9104x51625,5,mid,Bachelor's in Information Technology,"CompTIA A+, GIAC Security Essentials (GSEC), CISM"
243,Daniel Powell,daniel.powell4999@yahoo.com,614.729.8499,1,entry,Master's in Cybersecurity,CompTIA A+
244,Darren Chaney,darren.chaney3963@hotmail.com,410-938-0853x692,5,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, CISSP"
245,Michael Burton,michael.burton4176@gmail.com,(692)486-5031x539,3,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Security+"
246,Rodney Ruiz,rodney.ruiz3212@yahoo.com,868-592-0286x37054,4,mid,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Network+, CISA"
247,Adriana Jarvis,adriana.jarvis2781@gmail.com,284-948-1410x826,4,mid,Associate's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), CISSP"
248,Joshua Browning,joshua.browning5650@yahoo.com,432.679.7013x05113,7,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+, CISM, CISSP"
249,Christopher Walker,christopher.walker9441@yahoo.com,+1-494-991-9662,3,mid,Bachelor's in Information Technology,"CompTIA Security+, GIAC Security Essentials (GSEC)"
250,Sara Carter,sara.carter3695@gmail.com,407.996.5835x3227,9,senior,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, CompTIA CySA+, CISSP"
251,Rebecca Mendoza,rebecca.mendoza6566@gmail.com,001-401-355-4421,5,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+, GIAC Certified Incident Handler (GCIH)"
252,Laura Conner,laura.conner2577@gmail.com,(949)336-4795x94694,5,mid,Bachelor's in Information Technology,"CompTIA Security+, CompTIA Network+, Offensive Security Certified Professional (OSCP)"
253,Jeff Lewis,jeff.lewis4652@gmail.com,264.360.9842x0376,1,entry,Bachelor's in Computer Science,CompTIA Security+
254,Susan Dougherty,susan.dougherty7334@yahoo.com,546-238-9359x41963,4,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
255,Shannon Brooks,shannon.brooks3108@gmail.com,001-285-511-9311x168,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Security+"
256,Dylan Arellano,dylan.arellano6679@yahoo.com,(863)942-4673x77633,2,entry,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+"
257,Elizabeth Vazquez,elizabeth.vazquez4061@hotmail.com,407.346.4652x97650,4,mid,Bachelor's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CEH"
258,Kiara Rodriguez,kiara.rodriguez7446@yahoo.com,7363182035,1,entry,Master's in Cybersecurity,GIAC Security Essentials (GSEC)
259,Katelyn Buchanan,katelyn.buchanan8333@hotmail.com,6757735149,1,entry,Bachelor's in Network Engineering,CompTIA Network+
260,Dave Gibson,dave.gibson7995@gmail.com,9154967152,3,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+"
261,Austin Stewart,austin.stewart3937@yahoo.com,997-337-2461,5,mid,Master's in Information Security,"CompTIA Security+, CompTIA Network+, CEH"
262,Jeffrey Smith,jeffrey.smith4853@gmail.com,001-480-824-0346x8286,1,entry,Bachelor's in Computer Science,GIAC Security Essentials (GSEC)
263,Richard Hernandez,richard.hernandez4666@yahoo.com,256.960.9639x58420,2,entry,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC)"
264,Diamond Henderson,diamond.henderson4453@hotmail.com,4748810379,1,entry,Master's in Computer Science,GIAC Security Essentials (GSEC)
265,Jennifer Garza,jennifer.garza2196@hotmail.com,001-348-251-1193x3960,5,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA A+, CISSP"
266,Maria Carpenter,maria.carpenter40@yahoo.com,(767)444-5976x8454,4,mid,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA Network+, CISA"
267,Jennifer Matthews,jennifer.matthews1126@hotmail.com,990-770-8853x1074,6,mid,Master's in Cybersecurity,"CompTIA Security+, CompTIA A+, CEH, Offensive Security Certified Professional (OSCP)"
268,Phyllis Mitchell,phyllis.mitchell3069@hotmail.com,(665)602-2072x294,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Network+"
269,Sean Alvarez,sean.alvarez3127@gmail.com,(880)284-0725x12722,3,mid,Associate's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC)"
270,Danielle Baker,danielle.baker5236@gmail.com,549-420-4668,3,mid,Bachelor's in Network Engineering,"CompTIA Network+, GIAC Security Essentials (GSEC)"
271,Jonathan Parks,jonathan.parks1849@gmail.com,762-838-5767x3966,4,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, Offensive Security Certified Professional (OSCP)"
272,Richard Todd,richard.todd5646@gmail.com,273.825.8224x52378,3,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+"
273,Jamie Allen,jamie.allen1455@hotmail.com,(503)757-8742x682,2,entry,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+"
274,Lauren Smith,lauren.smith4146@yahoo.com,(876)748-2266,0,entry,Bachelor's in Computer Science,
275,Sheri Young,sheri.young418@yahoo.com,001-890-855-9267x1511,3,mid,Master's in Computer Science,"CompTIA Security+, GIAC Security Essentials (GSEC)"
276,Mark Carrillo,mark.carrillo6576@yahoo.com,663.585.1305x333,6,mid,Master's in Information Security,"CompTIA Network+, GIAC Security Essentials (GSEC), CISSP, CompTIA CySA+"
277,Kevin Scott,kevin.scott4156@gmail.com,5214735806,2,entry,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA A+"
278,Jill Moyer,jill.moyer3581@gmail.com,(614)297-1166,3,mid,Master's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC)"
279,Eric Rodriguez,eric.rodriguez8526@gmail.com,+1-355-433-2793x8696,0,entry,Bachelor's in Information Technology,
280,David Perkins,david.perkins9589@yahoo.com,2978923407,2,entry,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+"
281,Aaron Nelson,aaron.nelson5065@hotmail.com,+1-689-721-8847,4,mid,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA Security+, CISM"
282,Jamie Hernandez,jamie.hernandez1855@yahoo.com,001-679-633-2179x0651,3,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Security+"
283,Michael Henry,michael.henry4654@hotmail.com,(255)680-0241x9682,4,mid,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), CISM"
284,Brittany Fisher,brittany.fisher9175@hotmail.com,001-237-251-0501,2,entry,Bachelor's in Cybersecurity,"CompTIA Security+, CompTIA A+"
285,John Estrada,john.estrada1045@gmail.com,(965)460-8589x348,5,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
286,Ryan Ferrell,ryan.ferrell7381@hotmail.com,+1-319-366-8523x835,6,mid,Bachelor's in Computer Science,"CompTIA Network+, CompTIA A+, Offensive Security Certified Professional (OSCP), CISSP"
287,William Gutierrez,william.gutierrez9781@yahoo.com,+1-783-207-3777x36844,2,entry,Bachelor's in Network Engineering,"CompTIA Network+, GIAC Security Essentials (GSEC)"
288,Ashley Lawrence,ashley.lawrence2606@gmail.com,(596)783-0902x77195,5,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+, CISSP"
289,Heather Lyons,heather.lyons8340@hotmail.com,289.509.0816x584,0,entry,Bachelor's in Network Engineering,
290,Rebecca Campbell,rebecca.campbell4643@hotmail.com,632-310-7114,2,entry,Master's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC)"
291,Jorge Brock,jorge.brock6457@gmail.com,001-957-291-3636x08520,2,entry,Master's in Computer Science,"CompTIA A+, CompTIA Security+"
292,James Williams,james.williams4479@gmail.com,588.539.3436,4,mid,Associate's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CompTIA CySA+"
293,Matthew Larsen,matthew.larsen4430@yahoo.com,567.267.7436x9311,3,mid,Bachelor's in Cybersecurity,"CompTIA Security+, CompTIA A+"
294,Elizabeth Pittman,elizabeth.pittman596@yahoo.com,(534)515-5988x037,3,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Security+"
295,Regina Sanchez,regina.sanchez3751@gmail.com,001-885-570-4894x2984,4,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, CISA"
296,Melissa Decker,melissa.decker2775@yahoo.com,+1-656-812-1525,2,entry,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+"
297,Sandra Frazier,sandra.frazier2287@gmail.com,505-956-8246,2,entry,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+"
298,Tracy Thompson,tracy.thompson6285@hotmail.com,+1-265-393-9493x2815,3,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+"
299,Jorge Williams,jorge.williams6578@hotmail.com,895-972-3121x257,4,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+, Offensive Security Certified Professional (OSCP)"
300,Rachel Howell,rachel.howell7116@hotmail.com,8798676859,7,mid,Bachelor's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CISSP, CISM"
301,Shannon Parker,shannon.parker5685@gmail.com,859.779.3021,3,mid,Master's in Computer Science,"CompTIA Security+, CompTIA A+"
302,John Meyer,john.meyer9103@gmail.com,409.716.4995x70231,4,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Network+, Offensive Security Certified Professional (OSCP)"
303,Samuel Reynolds,samuel.reynolds4132@gmail.com,284.973.2296,1,entry,Bachelor's in Cybersecurity,GIAC Security Essentials (GSEC)
304,Rodney Barber,rodney.barber8879@yahoo.com,786-752-8671,4,mid,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), CEH"
305,Courtney Simpson,courtney.simpson7046@yahoo.com,460-429-1806,4,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+, Offensive Security Certified Professional (OSCP)"
306,Joshua Wise,joshua.wise9288@hotmail.com,+1-995-593-4184x653,1,entry,Master's in Cybersecurity,CompTIA Security+
307,Sylvia Wallace,sylvia.wallace3584@yahoo.com,001-365-242-8498x36350,3,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+"
308,Gary Morales,gary.morales4840@gmail.com,(444)881-8382x8435,4,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Network+, CEH"
309,Jessica Davis,jessica.davis390@yahoo.com,001-290-697-1300x05634,1,entry,Associate's in Cybersecurity,CompTIA A+
310,Jessica Graham,jessica.graham5947@hotmail.com,520-526-0252x269,3,mid,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA Security+"
311,Jeremy Baker,jeremy.baker2617@gmail.com,(663)424-2527,2,entry,Master's in Cybersecurity,"CompTIA A+, CompTIA Network+"
312,William Simmons,william.simmons6338@yahoo.com,001-438-213-1760x481,6,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH), CEH"
313,Rebecca Diaz,rebecca.diaz7867@hotmail.com,+1-653-296-2874x99563,4,mid,Bachelor's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC), CompTIA CySA+"
314,Jesse Brown,jesse.brown2999@yahoo.com,(854)441-5986,2,entry,Master's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC)"
315,Marisa Hall,marisa.hall1704@gmail.com,(755)919-5571x108,0,entry,Bachelor's in Information Technology,
316,Austin Morris,austin.morris255@gmail.com,+1-628-284-4397x258,1,entry,Bachelor's in Information Technology,CompTIA A+
317,Chad Powell,chad.powell1073@hotmail.com,+1-872-756-7939x5477,5,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM"
318,Kelly Banks,kelly.banks5818@yahoo.com,+1-331-935-2945,1,entry,Associate's in Cybersecurity,CompTIA Network+
319,Joseph Jones,joseph.jones9918@hotmail.com,755-801-4756x814,0,entry,Bachelor's in Network Engineering,
320,Jay Bell,jay.bell6700@yahoo.com,001-726-223-7019x682,0,entry,Bachelor's in Network Engineering,
321,Richard Lopez,richard.lopez6548@gmail.com,369.732.4294x01736,4,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CEH"
322,Christian Fleming,christian.fleming5062@yahoo.com,+1-569-812-8861,3,mid,Master's in Computer Science,"CompTIA Security+, CompTIA A+"
323,William Spence,william.spence8641@yahoo.com,001-244-208-3743x67781,1,entry,Bachelor's in Cybersecurity,CompTIA A+
324,Brent Whitehead,brent.whitehead7161@yahoo.com,9149958863,4,mid,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA A+, GIAC Certified Incident Handler (GCIH)"
325,Alexis Bonilla,alexis.bonilla1437@yahoo.com,(831)582-7327x99054,2,entry,Master's in Cybersecurity,"CompTIA A+, CompTIA Network+"
326,Christopher Esparza,christopher.esparza7006@gmail.com,525-472-1127x58730,7,mid,Master's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM, CEH"
327,Erika Luna,erika.luna7689@hotmail.com,5485533685,2,entry,Associate's in Cybersecurity,"CompTIA Security+, CompTIA A+"
328,Crystal Morton,crystal.morton9066@hotmail.com,(272)374-3268x0270,7,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA A+, Offensive Security Certified Professional (OSCP), CompTIA CySA+"
329,Katherine Stewart,katherine.stewart2161@gmail.com,6346103836,5,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, Offensive Security Certified Professional (OSCP)"
330,Stephanie Bautista,stephanie.bautista8036@gmail.com,467.908.1042x9194,4,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Security+, Offensive Security Certified Professional (OSCP)"
331,Robert Wells,robert.wells1428@gmail.com,282.310.3838x659,3,mid,Bachelor's in Cybersecurity,"CompTIA Security+, CompTIA Network+"
332,Tony Wilson,tony.wilson3768@yahoo.com,813-402-5191,4,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
333,Laura Martin,laura.martin9916@hotmail.com,750-963-5384x486,4,mid,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
334,Sara Green,sara.green1232@gmail.com,4905996061,0,entry,Master's in Information Security,
335,Gregory Garner,gregory.garner943@gmail.com,701.309.6296x21795,4,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
336,Jason Bender,jason.bender5187@hotmail.com,569.754.1556x892,6,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM, CISSP"
337,Brett Greene,brett.greene795@hotmail.com,439.732.4496x5267,4,mid,Associate's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM"
